FileName,Standard Industrial Classification
265274.txt,['4813']
273222.txt,['6189']
271577.txt,['2834']
274649.txt,['1311']
284327.txt,['1381']
276587.txt,['6311']
282492.txt,['4610']
281165.txt,['2834']
267467.txt,"['6189', '6189']"
271481.txt,['2834']
285328.txt,['3679']
284469.txt,['3560']
279104.txt,['6022']
281398.txt,['6361']
284279.txt,['2840']
275185.txt,['6189']
265693.txt,['6022']
282261.txt,['2834']
276565.txt,['3674']
281218.txt,['2834']
276257.txt,['3674']
281441.txt,['2834']
270114.txt,['3140']
272780.txt,['6035']
271798.txt,"['6189', '6189', '6189', '6189', '6189', '6189', '6189']"
273742.txt,['6189']
284144.txt,['5990']
280475.txt,['1400']
270878.txt,['2013']
275988.txt,['3823']
269515.txt,['2834']
271896.txt,['1531']
278966.txt,['2834']
265948.txt,['6189']
278386.txt,['6798']
272770.txt,['2851']
269422.txt,['3661']
277888.txt,['7374']
281376.txt,['8090']
285286.txt,['6792']
278882.txt,['7372']
281135.txt,['6798']
273138.txt,[]
277235.txt,['3845']
267127.txt,"['4931', '4911', '4931', '4931', '4911', '4931', '4911', '4931', '4911']"
279655.txt,['6513']
285494.txt,['2082']
284556.txt,['4941']
274424.txt,['4924']
268777.txt,['1000']
271837.txt,['1400']
274661.txt,['7389']
279284.txt,['3510']
284212.txt,['6798']
283553.txt,['3530']
275635.txt,['3679']
271502.txt,['6798']
272373.txt,['6799']
278844.txt,['2800']
273562.txt,['6035']
272653.txt,['2040']
276001.txt,['3670']
267198.txt,['6211']
271175.txt,['1311']
272452.txt,['8071']
280117.txt,['3812']
282179.txt,['6798']
277817.txt,['3672']
285250.txt,['3576']
281206.txt,['6035']
270174.txt,['6022']
275639.txt,['6022']
280068.txt,['7372']
281687.txt,['7370']
266875.txt,['4522']
281209.txt,['7372']
281333.txt,['6799']
279412.txt,['3841']
265179.txt,['2200']
277169.txt,['7374']
266024.txt,['7389']
284103.txt,['1311']
285558.txt,['3312']
271938.txt,['6331']
285485.txt,['2810']
266077.txt,['2834']
275498.txt,"['4931', '4931']"
284179.txt,['3826']
285563.txt,['5812']
279561.txt,"['7359', '7359']"
280745.txt,['8711']
284240.txt,"['4911', '4911']"
275697.txt,['4911']
272022.txt,['6798']
273294.txt,['2836']
271135.txt,['2911']
281463.txt,['7374']
283190.txt,['3841']
276291.txt,['4011']
267341.txt,['6022']
275568.txt,['5810']
285220.txt,['4899']
275645.txt,['6500']
284770.txt,['3559']
270408.txt,['3510']
271564.txt,['3555']
266968.txt,['2070']
269672.txt,['2834']
274878.txt,['7371']
272427.txt,['6189']
266302.txt,['7389']
265121.txt,['2015']
278014.txt,['2800']
275356.txt,['6021']
272800.txt,['3720']
279676.txt,['7371']
279199.txt,['6311']
282446.txt,['3861']
275160.txt,['6770']
281842.txt,['6189']
272193.txt,['2890']
268019.txt,['3430']
282456.txt,['1700']
276018.txt,['3672']
267302.txt,['6331']
274834.txt,['6189']
271703.txt,['6798']
284479.txt,['2860']
267714.txt,['2860']
267526.txt,['6321']
277674.txt,['7372']
279405.txt,['3559']
276200.txt,['3674']
284560.txt,['3842']
284685.txt,['3825']
266082.txt,['2834']
269062.txt,['1400']
275720.txt,['3651']
267038.txt,['2870']
285489.txt,['2834']
285239.txt,['3721']
278060.txt,['3823']
277917.txt,['1600']
272376.txt,['8742']
274895.txt,['6189']
285026.txt,['3669']
271799.txt,"['6189', '6189', '6189', '6189', '6189', '6189', '6189']"
267704.txt,['7372']
277264.txt,['5812']
271278.txt,['6189']
274602.txt,['6189']
284483.txt,"['4931', '4931', '4931']"
278790.txt,['4832']
276412.txt,['6022']
266049.txt,['2030']
268081.txt,['2821']
281484.txt,['7374']
265105.txt,['3560']
275606.txt,['2840']
267003.txt,['6035']
269373.txt,['7372']
276581.txt,['6022']
274892.txt,[]
278236.txt,['2810']
285233.txt,['2834']
271885.txt,['7311']
277094.txt,['2834']
279691.txt,['5940']
278497.txt,['6500']
283102.txt,['7372']
274995.txt,['6189']
273768.txt,['2834']
283340.txt,['7372']
274121.txt,['2834']
278696.txt,"['4911', '4911', '4931', '4911', '4931']"
275603.txt,['3823']
279994.txt,['1311']
275762.txt,['6022']
277452.txt,['5150']
270149.txt,['6021']
273469.txt,['1311']
265812.txt,['5961']
277860.txt,['1311']
279097.txt,['3490']
267962.txt,['6189']
267177.txt,['1000']
283937.txt,['6035']
281415.txt,['6311']
271608.txt,['2020']
271985.txt,['6141']
284701.txt,['7389']
283524.txt,['6189']
274326.txt,['3842']
268362.txt,['2080']
271036.txt,['1311']
282216.txt,['3576']
269418.txt,[]
277021.txt,['1040']
279348.txt,"['4911', '4911', '4923']"
280130.txt,"['6189', '6189']"
285639.txt,['6331']
283238.txt,['1220']
279000.txt,['6035']
265067.txt,['2834']
273476.txt,['7812']
275843.txt,['4924']
267903.txt,['1000']
272026.txt,['6189']
268491.txt,['5600']
265509.txt,['3440']
280546.txt,['6221']
272834.txt,['2834']
272655.txt,['6282']
284936.txt,['2320']
281723.txt,['1311']
271960.txt,[]
272485.txt,['3080']
270288.txt,['6035']
277968.txt,['7311']
269532.txt,['2860']
285398.txt,['3540']
282962.txt,['7359']
269334.txt,['6331']
281365.txt,['4911']
280816.txt,['6211']
279440.txt,"['6798', '6798']"
282983.txt,['6189']
270690.txt,['2834']
267397.txt,['6035']
275010.txt,['7200']
278012.txt,['2060']
278161.txt,['1389']
285782.txt,['5812']
277349.txt,['7389']
285802.txt,['5812']
283320.txt,['7372']
277523.txt,['3826']
281363.txt,['2834']
273751.txt,['6189']
279344.txt,['1731']
278673.txt,"['6798', '6500']"
279656.txt,['2080']
279681.txt,['1221']
277392.txt,"['4931', '4931', '4911', '4931', '4911', '4931', '4911', '4931', '4911']"
278567.txt,['6331']
285183.txt,['3845']
271059.txt,['6189']
279736.txt,['6798']
266720.txt,['1040']
272802.txt,['6189']
267678.txt,['6189']
269412.txt,['7380']
279260.txt,['3674']
272133.txt,['3651']
283518.txt,['8082']
268726.txt,['7370']
285495.txt,['7372']
279789.txt,['2834']
282969.txt,['6798']
266261.txt,['4822']
273605.txt,['2800']
282788.txt,['3841']
276375.txt,['3851']
270069.txt,['7389']
284369.txt,['0100']
279380.txt,['6099']
266708.txt,['7370']
266682.txt,['7320']
285456.txt,['1311']
275634.txt,['3823']
280788.txt,['3841']
278275.txt,"['6189', '6189']"
266979.txt,['6221']
265458.txt,['3089']
273626.txt,['2834']
277887.txt,['1000']
276992.txt,['2860']
268969.txt,"['6221', '6211', '6211', '6211', '6211', '6211', '6211', '6211']"
273756.txt,['6798']
275663.txt,['2086']
275461.txt,['3270']
282230.txt,['6189']
285387.txt,['6022']
276624.txt,['3677']
269327.txt,['3826']
266344.txt,['6770']
273740.txt,['2890']
279306.txt,['6211']
275599.txt,['6500']
279720.txt,['5030']
267057.txt,"['4841', '4841']"
266746.txt,['4931']
277248.txt,['6331']
268401.txt,['6221']
265576.txt,['4812']
269687.txt,['8711']
282121.txt,['4610']
281442.txt,['2834']
269788.txt,['7359']
279683.txt,['3669']
277950.txt,['2834']
268704.txt,['2834']
283814.txt,['7371']
278742.txt,['3841']
283637.txt,['2834']
276522.txt,['2451']
267059.txt,['3231']
266076.txt,['3760']
280524.txt,['5734']
267204.txt,['1311']
269472.txt,['2834']
284317.txt,['6792']
266882.txt,['8090']
267590.txt,['3674']
285074.txt,['7990']
282775.txt,['6189']
272550.txt,['3672']
282889.txt,['6189']
274363.txt,['6798']
285528.txt,['2511']
279549.txt,['5010']
279818.txt,['6021']
273538.txt,['7389']
267593.txt,['5812']
280009.txt,['4512']
282371.txt,['6189']
283077.txt,['2834']
272296.txt,['1311']
281967.txt,['5900']
285161.txt,['3620']
278807.txt,['6798']
275655.txt,['6211']
282153.txt,['5411']
278447.txt,['2835']
270422.txt,['6189']
266871.txt,['2833']
282010.txt,['6189']
280756.txt,"['6221', '6221']"
268955.txt,['5912']
268668.txt,['4700']
273375.txt,['2510']
277189.txt,['5651']
275701.txt,['8090']
268282.txt,['7359']
267363.txt,['6798']
274468.txt,['6189']
273901.txt,['4911']
279272.txt,['3312']
270017.txt,['7359']
277336.txt,['7372']
279016.txt,['7372']
272894.txt,"['1400', '1540']"
270336.txt,['0900']
265986.txt,['7373']
266377.txt,['6361']
283144.txt,['7370']
273664.txt,['7389']
277890.txt,['6022']
284952.txt,"['4931', '4931']"
272957.txt,['2891']
270078.txt,['3711']
275366.txt,"['6189', '4931']"
274248.txt,['7372']
270560.txt,['6770']
273401.txt,['2834']
277594.txt,['6221']
280909.txt,['7389']
271881.txt,['4955']
277770.txt,['2860']
283767.txt,['3990']
279919.txt,"['4911', '4911', '4911']"
276566.txt,['3674']
270602.txt,['8200']
269608.txt,['6022']
267487.txt,['2834']
270063.txt,['4911']
275171.txt,['6324']
276268.txt,['6022']
275501.txt,['6792']
283512.txt,['3560']
278995.txt,['7372']
274446.txt,['6189']
272124.txt,['2834']
285780.txt,['7310']
273147.txt,['3669']
279632.txt,['2833']
272576.txt,['4813']
276831.txt,['5065']
273180.txt,['4911']
282902.txt,['5090']
277679.txt,['2834']
273037.txt,['8741']
284782.txt,['6798']
271675.txt,['2834']
265733.txt,['2800']
274966.txt,['4899']
277316.txt,['2015']
282286.txt,[]
285332.txt,['3841']
265221.txt,['7389']
272582.txt,['7311']
277958.txt,['2836']
284459.txt,"['4911', '4911', '4911', '4911', '4911', '4911', '4911', '4911']"
272946.txt,['4922']
271178.txt,['5961']
271374.txt,['7990']
285736.txt,['6021']
280039.txt,['6770']
274787.txt,['7372']
278039.txt,['2670']
285513.txt,['4213']
283922.txt,['3460']
272524.txt,['6189']
268071.txt,['4412']
284162.txt,['3812']
282443.txt,['8071']
270768.txt,['4922']
267491.txt,"['6221', '6211', '6211', '6211', '6211', '6211', '6211', '6211']"
267417.txt,['7389']
272262.txt,"['3690', '3690']"
268455.txt,['7900']
278282.txt,"['6189', '6189']"
271303.txt,['4922']
267811.txt,['5900']
278579.txt,['3990']
281186.txt,['7374']
270760.txt,['2300']
278942.txt,['3743']
268603.txt,['6035']
283760.txt,['6022']
279913.txt,['7948']
280793.txt,['3663']
266220.txt,['2834']
281674.txt,['7372']
284613.txt,['6022']
265848.txt,['7011']
274553.txt,['6189']
272336.txt,['6282']
269196.txt,['3714']
269915.txt,['6798']
276739.txt,['2800']
267080.txt,['3312']
280867.txt,['8071']
267209.txt,['6021']
272058.txt,['2834']
282674.txt,['2834']
271854.txt,['3640']
285849.txt,['3480']
270931.txt,[]
276127.txt,['6311']
275191.txt,"['6189', '6189']"
272094.txt,['2834']
266064.txt,['2860']
285247.txt,['5812']
272320.txt,['7370']
266271.txt,['4899']
267964.txt,['3674']
266389.txt,['4813']
273501.txt,['2836']
272591.txt,['2836']
276733.txt,['4953']
283444.txt,['2836']
276814.txt,['3679']
274480.txt,['6500']
277636.txt,['3630']
272862.txt,['6189']
277675.txt,['7372']
275748.txt,['6798']
267912.txt,['5990']
272021.txt,['6798']
282770.txt,['6189']
272244.txt,['5900']
270947.txt,['1400']
266616.txt,['5065']
268836.txt,"['6189', '6189']"
285142.txt,['6500']
278678.txt,['6035']
284348.txt,['6022']
281089.txt,[]
281223.txt,['1311']
274366.txt,['6189']
270374.txt,['1381']
265433.txt,['2834']
266562.txt,['7374']
274718.txt,['7372']
273262.txt,['8062']
274610.txt,['7372']
269386.txt,['5812']
285620.txt,['4833']
265883.txt,['5000']
279907.txt,['3663']
280016.txt,['8051']
272666.txt,['6794']
283109.txt,['6189']
269473.txt,['3561']
277383.txt,['3843']
266413.txt,['3089']
283358.txt,['3714']
283710.txt,[]
266298.txt,['6021']
268723.txt,['6221']
275028.txt,['6770']
278003.txt,['4813']
274103.txt,['2834']
269980.txt,['6221']
273170.txt,['7372']
279129.txt,['7373']
281731.txt,['4922']
275393.txt,['6512']
271106.txt,['6798']
269983.txt,['2834']
269714.txt,['6021']
282941.txt,['6189']
281118.txt,['2834']
267378.txt,['6159']
282183.txt,"['6798', '6798']"
283141.txt,['6331']
277796.txt,['4955']
279447.txt,['3670']
268158.txt,['5030']
280755.txt,"['6221', '6221']"
268864.txt,"['6189', '6189']"
273412.txt,['2834']
272866.txt,['6331']
279318.txt,['3559']
281826.txt,['2080']
284354.txt,['5150']
270573.txt,['6022']
273714.txt,['1311']
277149.txt,['6021']
266407.txt,['2834']
281301.txt,['1381']
269107.txt,['6282']
278126.txt,['6532']
265401.txt,['1311']
281709.txt,['5990']
275299.txt,['6189']
285393.txt,['6221']
282081.txt,['2050']
280088.txt,['2200']
284431.txt,['3561']
280719.txt,['2860']
270091.txt,['6799']
271736.txt,['2834']
268262.txt,['7374']
272353.txt,['7374']
284728.txt,['7997']
265470.txt,['6022']
271263.txt,['6153']
274400.txt,"['4923', '4923']"
275819.txt,['6022']
283664.txt,['6189']
280053.txt,['5311']
271989.txt,['6798']
275591.txt,['6798']
280640.txt,['1311']
275064.txt,['6770']
279971.txt,['2800']
281149.txt,['2870']
271402.txt,['4610']
272986.txt,['8200']
280881.txt,['6221']
267551.txt,['6189']
269085.txt,['3827']
265308.txt,['2834']
283287.txt,['6500']
278473.txt,"['6798', '6798']"
283848.txt,['7372']
283066.txt,['8742']
271639.txt,['1311']
275860.txt,['6022']
267327.txt,['6798']
272571.txt,['6189']
272401.txt,['6798']
265805.txt,['3670']
282709.txt,['6189']
277319.txt,['5031']
273343.txt,['6189']
266522.txt,['3089']
270118.txt,['2086']
273713.txt,['1311']
276704.txt,['6022']
276679.txt,['1311']
285211.txt,['3460']
273414.txt,['3663']
268235.txt,['2860']
284786.txt,['6022']
272880.txt,['7389']
275503.txt,['4941']
275865.txt,['6022']
276273.txt,['1623']
272491.txt,['8742']
278522.txt,['5651']
270642.txt,['2834']
270013.txt,['2860']
265290.txt,['3330']
275822.txt,['6311']
269283.txt,['7389']
273837.txt,['6189']
278848.txt,['6022']
279614.txt,['4813']
273362.txt,['2673']
265436.txt,['3829']
268884.txt,['7389']
283321.txt,['3533']
275798.txt,['4513']
279993.txt,['6324']
272595.txt,['7372']
280408.txt,['1400']
280790.txt,['7822']
284189.txt,['6022']
281082.txt,"['6199', '6199']"
273114.txt,['8742']
272272.txt,['6798']
282409.txt,['4011']
267364.txt,['6798']
284735.txt,['5500']
266441.txt,['6798']
281627.txt,"['7011', '7011']"
276082.txt,['3541']
272208.txt,['7372']
279013.txt,['3510']
281619.txt,['7372']
268232.txt,['6035']
279319.txt,['3440']
277070.txt,['7372']
273034.txt,['6162']
272115.txt,['7389']
275486.txt,['3829']
276017.txt,['6153']
268852.txt,"['6189', '6189']"
267093.txt,['1381']
270504.txt,['4700']
267798.txt,['6794']
269037.txt,['6282']
281948.txt,['6159']
265807.txt,['3420']
283621.txt,"['6189', '4911']"
282127.txt,"['6189', '6189', '6189', '6189', '6189', '6189', '6189']"
271228.txt,['4922']
277670.txt,['4822']
270390.txt,['2834']
274237.txt,['7374']
285702.txt,['6411']
265908.txt,['5531']
279573.txt,['2834']
277737.txt,['6770']
285126.txt,['1311']
276380.txt,['3845']
266558.txt,['2000']
275928.txt,['3760']
280949.txt,['6500']
280181.txt,['5731']
279281.txt,['7374']
268787.txt,[]
273086.txt,['6798']
268194.txt,['6798']
271535.txt,['4822']
266469.txt,['3674']
267016.txt,['7389']
280901.txt,['4922']
265128.txt,['7389']
269968.txt,['7374']
269993.txt,['6022']
285087.txt,['5812']
275523.txt,['7373']
283206.txt,['1389']
281608.txt,[]
273594.txt,['6189']
266068.txt,['6199']
272411.txt,['3823']
271018.txt,['1311']
278670.txt,"['6798', '6500']"
281402.txt,['2834']
271513.txt,['2834']
277449.txt,['7389']
266025.txt,['7389']
266942.txt,['7389']
281290.txt,['6351']
279316.txt,['4911']
276914.txt,['2430']
283164.txt,['6189']
281454.txt,['5940']
270304.txt,['6035']
265936.txt,['4832']
273481.txt,['6798']
285348.txt,['6331']
283121.txt,['6189']
282640.txt,['6189']
276759.txt,[]
275164.txt,['7812']
271887.txt,['6189']
277543.txt,['6311']
277095.txt,['2834']
280082.txt,['6331']
265756.txt,['6022']
283359.txt,"['6512', '6512']"
283665.txt,"['6189', '6189']"
281069.txt,['7372']
267599.txt,['6798']
275930.txt,['5013']
279153.txt,['3670']
273731.txt,['2834']
285713.txt,['3640']
280850.txt,"['6189', '6189']"
272836.txt,['3231']
276439.txt,['4813']
280400.txt,"['6798', '6798']"
266809.txt,['7948']
279091.txt,['3825']
281769.txt,"['6798', '6798']"
265172.txt,['3440']
272909.txt,['5020']
267062.txt,"['4900', '4931']"
273027.txt,['6500']
266736.txt,['2821']
282934.txt,['6552']
281790.txt,['3100']
284094.txt,['6189']
279120.txt,['6794']
278975.txt,['4833']
280286.txt,['3841']
281682.txt,['1000']
269850.txt,['2834']
275733.txt,['6331']
266958.txt,['4955']
272036.txt,['2834']
278852.txt,['7359']
270220.txt,['8011']
266940.txt,['2800']
274325.txt,['7370']
282669.txt,['6500']
270104.txt,['2870']
281632.txt,['8742']
268102.txt,['2860']
280438.txt,['2834']
267867.txt,['1400']
270536.txt,['4832']
280292.txt,['6022']
272155.txt,['7370']
270589.txt,['5400']
284148.txt,['5661']
266539.txt,['1221']
269597.txt,['6500']
282773.txt,['3600']
282917.txt,['2000']
285354.txt,['2834']
280193.txt,['3841']
269866.txt,['7389']
269778.txt,['4899']
272737.txt,['3669']
275113.txt,['2834']
273298.txt,['6189']
273987.txt,['6189']
276048.txt,['2621']
267987.txt,['3651']
282450.txt,['6794']
276346.txt,['2070']
279698.txt,['4941']
271381.txt,['7320']
278112.txt,['5211']
283541.txt,['6189']
285761.txt,['6500']
275960.txt,"['4512', '4512']"
271089.txt,['2820']
266763.txt,"['4400', '4400']"
271806.txt,['6189']
271467.txt,['6189']
281050.txt,['2834']
269690.txt,['2451']
282489.txt,['6798']
284125.txt,['8731']
267052.txt,['3674']
275125.txt,['0700']
275202.txt,['6189']
270668.txt,['3600']
273310.txt,['6770']
282089.txt,['6189']
275357.txt,['6021']
268651.txt,['3081']
275063.txt,['5812']
273775.txt,['3670']
282335.txt,['6211']
271346.txt,['6199']
280278.txt,['5065']
276823.txt,['7359']
274843.txt,['6798']
278212.txt,['1381']
265163.txt,['3663']
274715.txt,['2836']
270896.txt,[]
273321.txt,['3841']
266984.txt,['6324']
285025.txt,['3480']
271606.txt,['5411']
275706.txt,['3021']
272537.txt,['6022']
285369.txt,['3826']
277743.txt,['3140']
279254.txt,['5141']
277621.txt,['6022']
283008.txt,['6189']
276221.txt,['4931']
280540.txt,['3440']
279483.txt,['5000']
272552.txt,['4412']
277977.txt,['4911']
267418.txt,['7389']
271281.txt,['6036']
274637.txt,"['6512', '6512']"
271344.txt,['7359']
267995.txt,['2400']
283059.txt,['7948']
269265.txt,['2834']
266402.txt,['6022']
271270.txt,['2834']
276561.txt,['5331']
272747.txt,['7370']
279042.txt,['3317']
272837.txt,['7374']
283865.txt,['5990']
279889.txt,['8051']
284405.txt,['6159']
273766.txt,['2833']
275161.txt,['1389']
266401.txt,['6022']
266738.txt,['5140']
284663.txt,['3829']
284731.txt,['6022']
278229.txt,['3674']
277617.txt,['2810']
265937.txt,['3577']
269830.txt,['7372']
278058.txt,['2080']
280843.txt,"['6189', '6189']"
283726.txt,['6189']
281924.txt,['6189']
269903.txt,['1381']
284234.txt,['4011']
283880.txt,['6189']
267086.txt,['6022']
275232.txt,"['6189', '6189']"
273331.txt,['6022']
279312.txt,['7363']
270189.txt,['0100']
273549.txt,['6770']
270053.txt,['6798']
281249.txt,['7374']
272426.txt,['6189']
283446.txt,['6798']
265493.txt,['3533']
275101.txt,['7372']
273323.txt,['2834']
270454.txt,['6798']
280721.txt,['6189']
280842.txt,"['6189', '6189']"
285834.txt,"['4931', '4931', '4911', '4931', '4911', '4931', '4911', '4931', '4911']"
281960.txt,['3845']
267018.txt,['4899']
283445.txt,['2834']
281259.txt,['8093']
269899.txt,['6221']
283447.txt,['6798']
271505.txt,['6189']
268468.txt,['1623']
272347.txt,['6189']
265877.txt,['7389']
276991.txt,['6311']
278824.txt,['6798']
277418.txt,['7822']
279938.txt,['0700']
267787.txt,['6189']
281987.txt,['6189']
275604.txt,['3823']
284947.txt,['8060']
278853.txt,['7359']
268122.txt,['4412']
272222.txt,['5200']
284127.txt,"['6189', '6189']"
284743.txt,['6311']
282551.txt,['3841']
278760.txt,['3829']
280789.txt,['0700']
274438.txt,['6770']
274742.txt,['2836']
276201.txt,['3674']
276254.txt,['3089']
266324.txt,['3559']
270885.txt,['2835']
267703.txt,['7200']
272356.txt,['8060']
278054.txt,['3674']
281692.txt,['5141']
271069.txt,['3845']
280309.txt,['7997']
276871.txt,['3460']
282857.txt,['6798']
275975.txt,"['4911', '4911']"
266790.txt,['7389']
279176.txt,['7373']
283657.txt,"['6189', '6189']"
282403.txt,['1311']
269333.txt,['6331']
279390.txt,['8731']
278298.txt,"['6189', '6189', '6189']"
280682.txt,['2834']
274089.txt,"['6189', '6189']"
271956.txt,['5311']
268430.txt,['1040']
266396.txt,['3480']
284492.txt,"['4931', '4911', '4931']"
271701.txt,['2050']
272709.txt,['1400']
273277.txt,['6770']
282781.txt,['6189']
281111.txt,['7200']
277485.txt,['6798']
269183.txt,['1389']
277733.txt,['6513']
280379.txt,['2836']
278770.txt,['7359']
272928.txt,['7900']
284689.txt,['3672']
275341.txt,"['4931', '4911', '4931']"
284080.txt,['6189']
274711.txt,['7372']
279708.txt,['4841']
267986.txt,['7372']
269197.txt,['3714']
272234.txt,['5961']
266412.txt,"['4931', '4931', '4911', '4911', '4911', '4911', '4924', '4911']"
