FileName,Standard Industrial Classification
275089.txt,['6189']
279152.txt,['7011']
276374.txt,['2835']
270606.txt,['4813']
279479.txt,['5411']
279345.txt,['3577']
277230.txt,['4610']
269698.txt,['6798']
280812.txt,"['6221', '6221']"
280739.txt,['2836']
276547.txt,['7372']
266756.txt,['7372']
285865.txt,['3537']
270342.txt,['3845']
280295.txt,['2000']
281989.txt,['6798']
265161.txt,['3829']
281431.txt,"['6189', '6189']"
269644.txt,['1382']
273061.txt,"['6189', '6189']"
272966.txt,['3841']
266454.txt,['2834']
275652.txt,['1311']
270898.txt,[]
283509.txt,['1040']
285692.txt,"['6798', '6798']"
271645.txt,"['2911', '2911']"
276912.txt,['6798']
278586.txt,['2821']
266296.txt,['7371']
271153.txt,['6189']
279721.txt,['3841']
274427.txt,"['4924', '4924', '4924', '4924']"
279619.txt,['8734']
270159.txt,['6798']
284303.txt,['2836']
274724.txt,['2800']
277351.txt,['7373']
284364.txt,['2834']
277073.txt,['5172']
271667.txt,['6189']
275783.txt,"['4931', '4931', '4931']"
265229.txt,['6021']
283640.txt,['3714']
269403.txt,['5900']
267524.txt,['6189']
268466.txt,['2844']
274886.txt,['6770']
278789.txt,['5122']
276807.txt,['6021']
285060.txt,['5411']
270502.txt,['3714']
280834.txt,"['6189', '6189']"
273891.txt,['6189']
270999.txt,['5900']
270930.txt,['6189']
277780.txt,['8062']
283295.txt,"['6189', '6189']"
269796.txt,['1000']
283019.txt,['8731']
274182.txt,['6189']
279862.txt,['6200']
278166.txt,['3827']
269912.txt,['3390']
275481.txt,['2211']
281006.txt,['6500']
273569.txt,"['6189', '6189']"
278773.txt,['2835']
272617.txt,['6798']
281596.txt,['5400']
270832.txt,['2834']
266723.txt,['3533']
265103.txt,['2834']
279750.txt,['6021']
265607.txt,['7363']
280968.txt,['6331']
274794.txt,['6189']
283032.txt,['5500']
280807.txt,['8731']
276528.txt,['3661']
276171.txt,['3360']
282795.txt,['2834']
285581.txt,['6021']
274377.txt,['5500']
275104.txt,['6189']
283579.txt,['8082']
271746.txt,['6189']
267755.txt,['3533']
284218.txt,['3672']
272484.txt,['3080']
285626.txt,['3949']
270424.txt,['5900']
279900.txt,['7830']
265845.txt,['6211']
271900.txt,[]
282672.txt,['6189']
277541.txt,['6021']
267695.txt,['3841']
280943.txt,"['6189', '6189']"
284085.txt,['2834']
282336.txt,['7381']
285875.txt,['3990']
273964.txt,['1040']
280392.txt,['7389']
281876.txt,['4922']
283097.txt,['6189']
266120.txt,['2860']
265873.txt,['5411']
269945.txt,['7372']
285251.txt,['3670']
267411.txt,['6519']
282082.txt,['6798']
279961.txt,['6211']
279377.txt,['3845']
268665.txt,['1311']
266081.txt,['2834']
269921.txt,['2836']
282518.txt,['6189']
285171.txt,['4833']
276242.txt,['3663']
272131.txt,['6189']
284605.txt,['3842']
278239.txt,['5990']
278249.txt,['7011']
275651.txt,['1311']
267689.txt,['2430']
282740.txt,['7370']
276347.txt,['2070']
267696.txt,['2870']
281285.txt,['7372']
269700.txt,['6798']
272318.txt,['6189']
281696.txt,['7372']
273451.txt,['6189']
278484.txt,['3021']
285579.txt,['7011']
276567.txt,['2836']
283074.txt,['6189']
280435.txt,['6794']
284563.txt,['4931']
282785.txt,['6022']
274305.txt,['2330']
283926.txt,['6189']
269795.txt,['2834']
283307.txt,['4700']
276047.txt,['2621']
283406.txt,['6189']
268828.txt,"['6221', '6221']"
265366.txt,['6798']
271713.txt,['3751']
274263.txt,"['6189', '6189']"
282079.txt,['6189']
265763.txt,['8200']
272132.txt,['3651']
275353.txt,['7372']
281966.txt,['3050']
284821.txt,['4813']
276507.txt,['3841']
276088.txt,['2510']
266490.txt,['6311']
268707.txt,['1040']
284123.txt,['6189']
278354.txt,['3523']
276289.txt,['5621']
267440.txt,['6798']
271592.txt,['6798']
277826.txt,['7381']
265318.txt,['2834']
276527.txt,['3661']
275642.txt,['6022']
269063.txt,['1400']
282050.txt,['2711']
276203.txt,['3679']
270973.txt,['7370']
271673.txt,['6798']
266027.txt,['6798']
268818.txt,['2834']
273855.txt,['6189']
269335.txt,['7200']
273109.txt,['5412']
273939.txt,['6189']
279504.txt,['5812']
282498.txt,"['6798', '6798']"
274999.txt,['6770']
272045.txt,['6189']
281455.txt,['3721']
272733.txt,['7310']
282034.txt,['6798']
270275.txt,['6022']
269920.txt,['2836']
267613.txt,['2000']
278474.txt,['6798']
275121.txt,['6189']
282618.txt,['7900']
270181.txt,['7011']
282290.txt,['6221']
278132.txt,['7830']
269252.txt,['7389']
283560.txt,['6189']
274973.txt,['5810']
271405.txt,['5700']
265069.txt,['3317']
283785.txt,['8742']
268703.txt,['2834']
280245.txt,['6022']
269873.txt,['7310']
285867.txt,['6792']
283290.txt,['7389']
284101.txt,"['6189', '6189']"
268860.txt,"['6189', '6189']"
270513.txt,['2835']
277202.txt,['6331']
277558.txt,['3674']
283439.txt,['6189']
281244.txt,['2631']
267561.txt,['3841']
272712.txt,['6798']
267648.txt,['7370']
272895.txt,['6189']
274258.txt,['6189']
279624.txt,['3843']
270227.txt,['8731']
273675.txt,['2836']
269529.txt,['4700']
284252.txt,['7311']
280463.txt,['6022']
276763.txt,['6552']
270303.txt,['6035']
275145.txt,['6189']
275040.txt,['7374']
273354.txt,['6189']
269185.txt,['1381']
278594.txt,['3690']
277385.txt,['6022']
283875.txt,['1311']
281367.txt,['7389']
280335.txt,['2870']
267541.txt,['6189']
267496.txt,['3577']
284900.txt,['3580']
268347.txt,['7389']
266511.txt,['7372']
266346.txt,"['2800', '2800']"
279703.txt,['3060']
277620.txt,['6022']
265793.txt,['8200']
271823.txt,['6189']
275093.txt,['3674']
281653.txt,['6798']
268415.txt,['3442']
277847.txt,['3669']
279580.txt,['7372']
284006.txt,"['6189', '6189']"
275588.txt,['2834']
284895.txt,['3827']
273968.txt,['6189']
273531.txt,['3674']
285822.txt,['7371']
282391.txt,['6799']
282900.txt,['7389']
267133.txt,['3751']
274609.txt,[]
283420.txt,['7359']
266590.txt,['2834']
274359.txt,['4953']
281761.txt,['6798']
280947.txt,['7359']
278712.txt,['3823']
270269.txt,['6189']
283099.txt,['6189']
272419.txt,['8744']
282073.txt,['6189']
282448.txt,['6189']
285178.txt,['7380']
273612.txt,['7011']
272636.txt,['6189']
281222.txt,['7372']
267706.txt,['6189']
265312.txt,['2836']
270913.txt,['6311']
284929.txt,['7373']
270096.txt,['2080']
279762.txt,['8731']
278400.txt,['5500']
279563.txt,['3728']
285861.txt,['3670']
270035.txt,['1000']
277525.txt,['6021']
273905.txt,['5180']
283777.txt,['2836']
268159.txt,['6221']
272817.txt,[]
284415.txt,['4833']
281782.txt,['1389']
274750.txt,['6035']
281693.txt,['3663']
280410.txt,['3559']
273329.txt,['3540']
274590.txt,['6189']
277653.txt,['6111']
267789.txt,['7389']
278723.txt,['4213']
276406.txt,['3842']
284002.txt,['6770']
282206.txt,['1381']
267804.txt,['7373']
278073.txt,['4213']
276569.txt,['3873']
282999.txt,['7370']
278274.txt,"['6189', '6189']"
273595.txt,['6189']
284875.txt,['1000']
285217.txt,['1311']
281745.txt,['4522']
267540.txt,['6770']
280455.txt,['3826']
266022.txt,['5130']
279332.txt,['3714']
280390.txt,['6035']
273115.txt,['4841']
283786.txt,['2836']
283479.txt,['2834']
280835.txt,"['6189', '6189']"
267410.txt,['6798']
271482.txt,['2834']
278888.txt,['7372']
270378.txt,['5990']
284194.txt,"['4931', '4931', '4911', '4931', '4911', '4931', '4911', '4931', '4911']"
281381.txt,['2080']
277970.txt,['3560']
278035.txt,['2834']
270122.txt,['8742']
269762.txt,['4731']
271329.txt,['1400']
275365.txt,"['4931', '4931']"
273283.txt,['6794']
266381.txt,['3490']
274483.txt,['1311']
270574.txt,['3730']
269379.txt,['7900']
271584.txt,['6282']
271873.txt,['1000']
265767.txt,['3812']
268135.txt,['2834']
268452.txt,['5810']
276185.txt,['5912']
279852.txt,['3672']
279756.txt,['6311']
273934.txt,['4700']
268522.txt,['8742']
284001.txt,['6770']
281348.txt,['6141']
267235.txt,['6798']
274736.txt,['6770']
280251.txt,['3845']
270441.txt,['6510']
279675.txt,"['4911', '4911']"
275073.txt,"['6189', '6189']"
284597.txt,['6021']
280884.txt,['2833']
281326.txt,['6221']
273291.txt,['6199']
270669.txt,['3600']
275307.txt,['6189']
276553.txt,['6022']
277159.txt,['6770']
284109.txt,['6770']
279145.txt,['7389']
285599.txt,['3021']
280885.txt,['6798']
283357.txt,['6189']
277401.txt,['2221']
266473.txt,['6021']
284547.txt,['6331']
273017.txt,['3949']
272120.txt,['7900']
270658.txt,['1311']
283696.txt,['6189']
268192.txt,['8050']
270566.txt,['2842']
282706.txt,['6189']
271028.txt,['6189']
269805.txt,['5960']
271648.txt,['2834']
285454.txt,['6022']
267387.txt,['6189']
277323.txt,['3221']
277650.txt,['1311']
283602.txt,['6770']
278863.txt,['3714']
281774.txt,['7372']
283091.txt,['6189']
266202.txt,['7372']
281097.txt,['7900']
282487.txt,['5812']
284275.txt,['1040']
268546.txt,['1382']
282030.txt,['2080']
280934.txt,['3674']
280223.txt,['6141']
283519.txt,['7374']
273948.txt,['6189']
280892.txt,['7374']
273266.txt,['6189']
271621.txt,['4911']
280998.txt,['3523']
268732.txt,['1311']
283515.txt,['6189']
277239.txt,['6035']
281636.txt,['1311']
283697.txt,['5072']
267305.txt,['7389']
280381.txt,['6189']
279846.txt,['2844']
276467.txt,['5140']
271757.txt,"['1400', '1540']"
271191.txt,['7311']
281994.txt,['2834']
272028.txt,['6189']
269637.txt,['7374']
273534.txt,['2834']
280175.txt,['2834']
273427.txt,['5960']
266251.txt,['1311']
281335.txt,['6500']
276893.txt,['2834']
272368.txt,['4922']
277985.txt,['3825']
283392.txt,['5084']
276864.txt,['2060']
283999.txt,['6770']
269273.txt,['2040']
275925.txt,['3711']
271144.txt,['7372']
270395.txt,['7389']
277810.txt,['6021']
275956.txt,['7510']
267786.txt,['6189']
279761.txt,['4922']
266773.txt,['7384']
276341.txt,['3559']
276568.txt,['2836']
268815.txt,['5122']
272472.txt,['3086']
277557.txt,['1311']
273137.txt,['4922']
282019.txt,['7372']
269149.txt,['8731']
272388.txt,['6021']
279854.txt,['3690']
270547.txt,['3841']
277957.txt,['2836']
273862.txt,['3670']
265567.txt,['3577']
268571.txt,['7371']
266300.txt,['2834']
272128.txt,['1389']
276483.txt,['6022']
278324.txt,['5661']
283529.txt,['6189']
282553.txt,['5812']
265660.txt,['4813']
269436.txt,['2834']
277181.txt,['1311']
265959.txt,['6211']
274187.txt,"['6189', '6189']"
273240.txt,['3841']
280946.txt,['3827']
265310.txt,['3841']
277284.txt,['5411']
274584.txt,['2834']
273293.txt,['2836']
284513.txt,['2810']
274508.txt,['2510']
278992.txt,['3841']
283277.txt,['2911']
282412.txt,['6331']
273385.txt,['2800']
272035.txt,['2834']
275913.txt,['4700']
282184.txt,[]
275948.txt,['3561']
269797.txt,['1000']
274631.txt,['4700']
272167.txt,['6189']
273246.txt,['6189']
276100.txt,['1311']
272349.txt,['2834']
279029.txt,['2835']
279618.txt,['3690']
266035.txt,['7372']
267322.txt,['7371']
278207.txt,['2033']
277994.txt,['8731']
266084.txt,['4923']
281448.txt,['2834']
267266.txt,['6035']
285237.txt,['5661']
281815.txt,['3841']
274888.txt,['6189']
267892.txt,['2082']
278191.txt,['8742']
271598.txt,"['6189', '6189']"
276307.txt,['8200']
266303.txt,['7372']
273826.txt,['7372']
270876.txt,['2834']
278955.txt,"['6798', '6500']"
285207.txt,['6798']
285044.txt,['6331']
282180.txt,[]
277217.txt,['6798']
281101.txt,['4900']
278051.txt,['3826']
268382.txt,['1311']
268762.txt,['5072']
271876.txt,['6189']
285164.txt,['1000']
275054.txt,['6189']
279404.txt,['3576']
278989.txt,['3861']
279790.txt,['1090']
281028.txt,['6021']
283864.txt,['5084']
279116.txt,['2844']
275574.txt,['2834']
265203.txt,['3290']
285182.txt,['6022']
268242.txt,['4922']
266327.txt,['6770']
282644.txt,['8200']
276824.txt,['7359']
272157.txt,['2834']
270143.txt,['2834']
281998.txt,['6189']
281132.txt,['7389']
276506.txt,['6361']
283822.txt,['6770']
285673.txt,['8051']
268084.txt,['5812']
269098.txt,['3711']
284801.txt,['6021']
272149.txt,[]
276083.txt,['3541']
270583.txt,['3944']
270479.txt,['2834']
282023.txt,['1531']
278411.txt,"['4841', '4841']"
278814.txt,['7371']
283116.txt,['1389']
279093.txt,['6021']
268190.txt,['6799']
266437.txt,['7370']
271933.txt,['6189']
276749.txt,['5900']
269290.txt,['4700']
266650.txt,['7372']
268601.txt,['2834']
281389.txt,['6021']
285792.txt,['3420']
278864.txt,['3621']
283845.txt,['6189']
271312.txt,['6189']
266561.txt,['6794']
284267.txt,['6798']
274272.txt,['6189']
284917.txt,['1311']
274033.txt,['6189']
280521.txt,['4412']
270638.txt,['1311']
284293.txt,['6500']
265958.txt,"['6798', '6500']"
268912.txt,['1000']
268060.txt,['2821']
274014.txt,['2430']
282646.txt,['2750']
283810.txt,['6770']
272964.txt,['7372']
280622.txt,['5700']
280124.txt,['4922']
274804.txt,['6189']
280067.txt,['7371']
285650.txt,['5200']
276395.txt,['6798']
265838.txt,['3841']
269021.txt,['7372']
265510.txt,['3440']
271288.txt,['7822']
283569.txt,['6189']
269421.txt,['3661']
272043.txt,['6770']
271553.txt,"['6798', '6798']"
285351.txt,['7310']
268109.txt,['2834']
270569.txt,['2731']
276244.txt,['4813']
271959.txt,[]
282069.txt,['6798']
284882.txt,['6500']
283500.txt,['3944']
268101.txt,['3674']
272921.txt,['6189']
276670.txt,['1311']
270216.txt,"['6189', '6189']"
279058.txt,['6500']
271909.txt,['7370']
275402.txt,['2080']
266804.txt,['2890']
283643.txt,['2834']
267889.txt,['8742']
282085.txt,['3751']
279771.txt,['6021']
267810.txt,['2834']
270425.txt,['3669']
283851.txt,['7997']
283503.txt,['2836']
280200.txt,['2834']
280015.txt,['2870']
267802.txt,['6021']
269104.txt,['3674']
279506.txt,['4813']
284493.txt,['2040']
285507.txt,['4513']
269539.txt,['1700']
279349.txt,['7359']
265596.txt,['3674']
285625.txt,['3140']
270719.txt,['2834']
280470.txt,['7389']
265628.txt,['7371']
268712.txt,['3571']
269250.txt,['1000']
285784.txt,['7372']
279402.txt,['5500']
281095.txt,['2080']
280895.txt,['7372']
274075.txt,['5961']
271965.txt,['2082']
280520.txt,['2834']
265099.txt,"['6798', '6500']"
280102.txt,['7389']
267488.txt,['2834']
267392.txt,['6022']
267230.txt,['2834']
265653.txt,['6099']
279165.txt,['6021']
277823.txt,['3823']
282528.txt,['1400']
273122.txt,['6189']
282160.txt,['6331']
283155.txt,['6798']
272528.txt,['8093']
285806.txt,['3829']
285412.txt,['3448']
270185.txt,['2834']
274534.txt,['2834']
272601.txt,['7373']
268193.txt,['6798']
281471.txt,['7812']
278690.txt,['7011']
265100.txt,"['6798', '6500']"
272594.txt,['6798']
273368.txt,['6189']
278433.txt,['6022']
284261.txt,['6111']
272379.txt,['5110']
279222.txt,['6035']
269229.txt,['4899']
275257.txt,['4700']
267653.txt,['3674']
278741.txt,['3841']
272019.txt,"['6798', '6798']"
272858.txt,['7389']
285746.txt,['6798']
284939.txt,['1040']
268278.txt,['2086']
278342.txt,['3679']
277693.txt,['3350']
269022.txt,['2621']
272914.txt,['6798']
269694.txt,['6036']
270557.txt,['6035']
276051.txt,['7311']
267140.txt,['7371']
283557.txt,['8742']
265854.txt,['7200']
269521.txt,['6798']
278156.txt,['2834']
267788.txt,['7389']
274622.txt,['4841']
278121.txt,['2834']
270775.txt,['4581']
267656.txt,['2860']
273600.txt,['7389']
268417.txt,['6189']
272527.txt,['8093']
283876.txt,['6500']
265658.txt,['4813']
269617.txt,['3841']
283753.txt,['7370']
273008.txt,['7372']
272850.txt,['6189']
274141.txt,['6035']
280172.txt,['2836']
284449.txt,['2060']
273870.txt,['6189']
266228.txt,['7372']
266868.txt,['1000']
268563.txt,['5900']
271602.txt,['6189']
268276.txt,['1311']
270477.txt,['6798']
277023.txt,['4931']
284181.txt,['1040']
270401.txt,['4213']
275879.txt,['4911']
265497.txt,['1000']
274497.txt,['6189']
277955.txt,['7372']
272134.txt,['6189']
275433.txt,['4991']
276320.txt,['8731']
284076.txt,['6798']
279296.txt,['6111']
267675.txt,['6189']
274042.txt,['6794']
270517.txt,['6798']
282658.txt,['7310']
282106.txt,['6035']
276524.txt,['1311']
275355.txt,['6022']
266459.txt,['7374']
270591.txt,['2834']
283994.txt,['6189']
280326.txt,['6189']
272493.txt,['3674']
268558.txt,['7374']
280627.txt,['8051']
265856.txt,['6022']
274064.txt,['6500']
282172.txt,[]
279585.txt,['1311']
282951.txt,['7374']
265331.txt,"['6798', '6798']"
272867.txt,['6331']
275862.txt,['6500']
282356.txt,['6022']
284025.txt,['6189']
271372.txt,[]
267471.txt,"['6189', '6189']"
267182.txt,['9995']
271442.txt,['2834']
267649.txt,['7200']
277841.txt,['3672']
280194.txt,['1400']
283967.txt,['5812']
284199.txt,['7371']
279247.txt,['3714']
284940.txt,['4931']
270191.txt,['3823']
265630.txt,['3825']
281096.txt,['6770']
266749.txt,['2834']
268256.txt,['4841']
272756.txt,['3674']
270132.txt,['8741']
269823.txt,['1311']
273459.txt,['6189']
275986.txt,['3570']
269057.txt,['3674']
279574.txt,['2890']
274587.txt,['5961']
284960.txt,['4731']
272295.txt,['1311']
282716.txt,['6331']
285255.txt,['3674']
280863.txt,['1389']
269948.txt,['6798']
272700.txt,['2834']
278943.txt,['2860']
272822.txt,['6189']
280575.txt,['2860']
279186.txt,['6035']
278544.txt,['6200']
269321.txt,['7830']
279275.txt,['5500']
265754.txt,['7389']
283483.txt,[]
265517.txt,['2511']
280177.txt,['4700']
276290.txt,['4011']
270881.txt,['6162']
265615.txt,['7372']
274378.txt,['6221']
272125.txt,['2834']
280221.txt,['6189']
271547.txt,['6798']
283641.txt,['6189']
266238.txt,['6794']
276177.txt,['5812']
268944.txt,['3674']
269712.txt,['2834']
276166.txt,['3674']
285245.txt,['1000']
270177.txt,['6500']
277899.txt,['1311']
268142.txt,['7370']
266386.txt,['2090']
283660.txt,['6189']
271816.txt,['2834']
275616.txt,['2840']
284942.txt,['0800']
282341.txt,['2834']
281428.txt,"['6189', '6189']"
272153.txt,['6512']
265526.txt,['2320']
273710.txt,['8011']
282794.txt,['5944']
266462.txt,['3080']
270633.txt,['6221']
274717.txt,['6189']
281498.txt,[]
280146.txt,['3674']
274986.txt,['6770']
285144.txt,['3690']
276716.txt,['6021']
277282.txt,['2835']
284242.txt,['3578']
271396.txt,['2834']
279098.txt,['6153']
266358.txt,['6021']
267095.txt,['1311']
281787.txt,['6189']
270244.txt,['2834']
284433.txt,['3561']
280820.txt,['3751']
284691.txt,['5700']
278986.txt,['6500']
268052.txt,['2030']
267580.txt,['7389']
272965.txt,['3841']
278595.txt,['2070']
272209.txt,['7372']
270387.txt,['6798']
280302.txt,['7372']
270925.txt,['5400']
267369.txt,['6500']
271129.txt,"['2911', '2911']"
283450.txt,['4841']
283210.txt,['6519']
276738.txt,['6351']
283846.txt,['6189']
265171.txt,['3440']
277051.txt,['7373']
273841.txt,['5190']
277165.txt,['3842']
267591.txt,['6022']
282250.txt,['0100']
276271.txt,['7363']
282297.txt,['6189']
269288.txt,['3674']
282502.txt,['7381']
279620.txt,['6022']
281295.txt,['7350']
277759.txt,['6022']
268730.txt,['7822']
281109.txt,['7374']
274040.txt,['6022']
268381.txt,['7372']
282379.txt,['2834']
279548.txt,['6798']
276061.txt,['6798']
266375.txt,['4841']
269940.txt,['3634']
281445.txt,['6022']
274839.txt,['6189']
285546.txt,['6311']
279988.txt,['3841']
276885.txt,['6021']
285124.txt,['4812']
271652.txt,['6189']
275974.txt,"['4911', '4911']"
283429.txt,['6189']
278707.txt,"['5900', '5900', '5900', '5900']"
269268.txt,['3841']
265456.txt,['6111']
267975.txt,"['6798', '7011']"
269977.txt,['6221']
282410.txt,['8744']
268961.txt,['3841']
266885.txt,"['5960', '4922']"
276330.txt,['3841']
273042.txt,['6189']
269041.txt,['3571']
280313.txt,['7200']
265108.txt,"['6798', '6798']"
274621.txt,['6189']
277800.txt,['6792']
280180.txt,['6798']
267022.txt,['5531']
273792.txt,['6189']
275877.txt,"['4931', '4911', '4911', '4911', '4911', '4911', '4924', '4931']"
285835.txt,['2836']
265861.txt,['6798']
279115.txt,['2836']
280955.txt,['2834']
273113.txt,['8742']
273591.txt,['6798']
277595.txt,['2080']
280255.txt,['6513']
273698.txt,['0100']
277305.txt,['2835']
279743.txt,['7374']
267161.txt,['4731']
265774.txt,['8051']
271585.txt,"['6798', '6798']"
277244.txt,['8071']
285008.txt,['6798']
279837.txt,['7372']
281700.txt,['2834']
265791.txt,"['6798', '6798']"
283384.txt,['2870']
273867.txt,['6035']
285568.txt,['3714']
266319.txt,['7389']
276626.txt,['6021']
278422.txt,['3460']
279719.txt,['3480']
273653.txt,['6189']
275322.txt,['2000']
283352.txt,['6189']
269086.txt,['3827']
266125.txt,['2834']
273704.txt,"['7510', '7510']"
284785.txt,['2834']
266440.txt,['6798']
284356.txt,"['6189', '6189', '6189', '6189', '6189', '6189', '6189']"
270396.txt,['7389']
279868.txt,['3080']
283833.txt,['6189']
271004.txt,['7389']
272177.txt,['7350']
281429.txt,"['6189', '6189']"
274703.txt,['6189']
279392.txt,['6022']
266425.txt,['6200']
278972.txt,['6798']
282382.txt,['8060']
278823.txt,['3841']
278839.txt,['2890']
270726.txt,['2834']
280360.txt,['6798']
271052.txt,['6189']
284304.txt,['7389']
274628.txt,['4955']
269557.txt,['6798']
266465.txt,['3842']
280281.txt,['8071']
273158.txt,['1700']
267739.txt,['6021']
278376.txt,['3841']
266762.txt,['5030']
285668.txt,['5045']
282972.txt,['2834']
272381.txt,['3533']
265897.txt,['7370']
272465.txt,['3533']
271259.txt,['3841']
266658.txt,['3559']
282132.txt,['6189']
272797.txt,['6189']
276930.txt,['7389']
284830.txt,['3571']
282156.txt,['3663']
282802.txt,['6189']
265124.txt,"['4931', '4931']"
275128.txt,['6035']
285236.txt,['6331']
281446.txt,['6798']
280905.txt,['6022']
283123.txt,"['6189', '6189']"
266754.txt,['4731']
275994.txt,['2522']
285355.txt,['3690']
273340.txt,['2835']
272197.txt,['6798']
280731.txt,['2834']
281965.txt,['6189']
277630.txt,['6500']
265685.txt,['2834']
275024.txt,['6189']
281905.txt,['6221']
273085.txt,['6798']
266318.txt,['3577']
283130.txt,['6189']
278183.txt,['3670']
285759.txt,['2020']
273976.txt,['6770']
267743.txt,['5063']
275937.txt,['5090']
268244.txt,['1382']
269680.txt,['2821']
274373.txt,['6531']
268701.txt,['2834']
274230.txt,['6189']
285334.txt,['1389']
272330.txt,['2835']
278170.txt,['6022']
282891.txt,['8082']
270042.txt,"['5000', '5000']"
268849.txt,"['6189', '6189']"
281432.txt,"['6189', '6189']"
271840.txt,['6189']
284809.txt,['3674']
280822.txt,['6036']
272312.txt,['6798']
267310.txt,['2860']
285689.txt,['6022']
265029.txt,['6199']
274096.txt,['8742']
273810.txt,['6798']
267342.txt,['6022']
275804.txt,['0100']
267548.txt,['6221']
281181.txt,['7372']
274884.txt,"['6798', '6798']"
280115.txt,"['6189', '6189']"
284771.txt,"['4911', '4911', '4911', '4911', '4911', '4911', '4931']"
266635.txt,['3674']
269546.txt,['6500']
275214.txt,['6770']
281478.txt,['8200']
283436.txt,['6189']
278637.txt,['5110']
268960.txt,['3841']
274763.txt,['6770']
270965.txt,['5812']
267399.txt,['2834']
285460.txt,['3670']
279881.txt,['1600']
274785.txt,['1220']
276196.txt,['7200']
265826.txt,['1731']
269798.txt,['3669']
266449.txt,['6331']
268149.txt,['7374']
275460.txt,['6311']
272646.txt,['6282']
282203.txt,['6798']
279292.txt,['0700']
279184.txt,['3728']
283217.txt,['6798']
285313.txt,['2844']
276572.txt,['0100']
283545.txt,['6189']
274603.txt,['6189']
281400.txt,['2510']
276901.txt,"['4911', '4931']"
279722.txt,['6022']
266646.txt,['1000']
281554.txt,['2836']
284536.txt,['3674']
275844.txt,['2834']
282011.txt,['6798']
277545.txt,['7372']
279811.txt,['7372']
268625.txt,['6798']
275556.txt,['2821']
265155.txt,['1700']
280688.txt,['7372']
285303.txt,['1700']
274492.txt,['3990']
265406.txt,['7389']
279724.txt,['6021']
278227.txt,['7363']
282064.txt,['7374']
279039.txt,['2300']
266201.txt,['7372']
272664.txt,['6189']
274384.txt,"['6798', '6798']"
281542.txt,['6798']
276790.txt,['8741']
281760.txt,['6189']
269459.txt,['7374']
285751.txt,['6798']
279692.txt,['7389']
265315.txt,['3577']
266631.txt,['6021']
283260.txt,"['4924', '4924', '4924', '4924']"
273369.txt,['6189']
279939.txt,['2834']
276773.txt,['4731']
266108.txt,['6035']
266696.txt,['7389']
266778.txt,['2834']
274080.txt,['6189']
269989.txt,['6799']
269513.txt,['4955']
285312.txt,['7374']
275647.txt,['7320']
272854.txt,['7374']
268957.txt,['7359']
265319.txt,['2834']
269269.txt,['3640']
278775.txt,"['6798', '6513']"
283172.txt,['6189']
283925.txt,['6022']
283193.txt,['6189']
279280.txt,['7373']
271465.txt,['7200']
273063.txt,"['6798', '6798']"
278363.txt,['3672']
281178.txt,['1311']
272893.txt,"['1400', '1540']"
284692.txt,['6211']
266009.txt,['1221']
266352.txt,['4941']
271695.txt,['6798']
272083.txt,['6331']
272639.txt,"['6798', '6798']"
269284.txt,['3663']
276459.txt,['6282']
266111.txt,['6798']
277767.txt,['7510']
270649.txt,['2834']
268975.txt,"['6221', '6211', '6211', '6211', '6211', '6211', '6211', '6211']"
270920.txt,['7374']
284312.txt,['1389']
270484.txt,['2836']
267961.txt,['6770']
282621.txt,['6189']
271670.txt,['7381']
270657.txt,['3845']
276518.txt,['7389']
270204.txt,"['6189', '6189']"
272060.txt,['8731']
274751.txt,['3634']
274491.txt,['6189']
282246.txt,['7380']
284220.txt,['3510']
282453.txt,['7373']
285029.txt,['6022']
283249.txt,['6199']
269966.txt,"['1381', '1381']"
285180.txt,['3674']
274874.txt,[]
270534.txt,['7363']
281850.txt,['2834']
284067.txt,['6500']
283431.txt,['1220']
279010.txt,['8000']
269076.txt,['4911']
279287.txt,['3829']
265450.txt,['6022']
272273.txt,['6798']
266770.txt,['8051']
278020.txt,['6022']
279572.txt,['3760']
271720.txt,['2834']
269746.txt,['8731']
275502.txt,['4941']
266453.txt,['4932']
284399.txt,"['4911', '4911']"
267672.txt,['6189']
271443.txt,['3312']
269930.txt,['7389']
279198.txt,"['5900', '5900', '5900', '5900']"
283383.txt,"['6189', '6189']"
271633.txt,['2834']
275274.txt,['6770']
283064.txt,['8900']
282027.txt,['8200']
282935.txt,['7371']
283376.txt,"['6189', '6189']"
267492.txt,"['6221', '6211', '6211', '6211', '6211', '6211', '6211', '6211']"
275009.txt,['1400']
273695.txt,['6189']
266905.txt,['6500']
280559.txt,['3674']
274957.txt,['6189']
276288.txt,['5621']
270438.txt,['6311']
273975.txt,['7359']
267316.txt,['3844']
280844.txt,"['6189', '6189']"
278576.txt,['6021']
275745.txt,['2090']
265708.txt,['6798']
277945.txt,['6021']
272632.txt,['2836']
276075.txt,"['4931', '4911', '4931']"
265157.txt,['2890']
276674.txt,['6311']
266879.txt,"['4931', '4911', '4931', '4931', '4911', '4931', '4911', '4931', '4911']"
267942.txt,['7389']
270169.txt,['6021']
266724.txt,['3533']
272170.txt,['6189']
281444.txt,['2836']
277698.txt,['3823']
269741.txt,['7389']
279143.txt,['2015']
277752.txt,['1311']
281511.txt,['2834']
268624.txt,['6798']
269144.txt,['2834']
283150.txt,['6331']
282750.txt,['2030']
273619.txt,['7372']
272779.txt,['6035']
280677.txt,['2670']
273432.txt,['6189']
